1	0	0	12	3	51	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	52	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	53	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	54	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	55	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	56	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	57	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	58	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	59	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	60	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	61	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	62	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	63	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	64	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	65	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	66	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	67	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	68	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	69	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	70	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	71	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	72	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	73	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
1	0	0	12	3	74	0	WOAAAAHHHH	0	0	1	0	2011-02-01 14:22:07
