1	0	0	12	D601	51	3885	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	52	3884	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	53	3883	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	54	3882	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	55	3881	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	56	3880	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	57	3879	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	58	3878	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	59	3877	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	60	3876	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	61	3875	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	62	3874	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	63	3873	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	64	3872	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	65	3871	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	66	3870	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	67	3869	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	68	3868	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	69	3867	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	70	3866	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	71	3865	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	72	3864	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	73	3863	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	74	3862	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	75	3861	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	76	3860	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	77	3859	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	78	3858	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	79	3857	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	80	3856	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	81	3855	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	82	3854	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	83	3853	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	84	3852	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	85	3851	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	86	3850	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	87	3849	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	88	3848	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	89	3847	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	90	3846	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	91	3845	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	92	3844	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	93	3843	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	94	3842	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	95	3841	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	96	3840	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	97	3839	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	98	3838	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	99	3837	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	100	3836	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	101	3835	HolyTaoist	0	0	1	0	2011-02-01 11:24:58
1	0	0	12	D601	14	0	BeastieBoy	0	0	1	0	2011-02-01 11:25:13
1	0	0	12	D601	15	0	BeastieBoy	0	0	1	0	2011-02-01 11:26:55
1	0	0	12	D601	16	0	BeastieBoy	0	0	1	0	2011-02-01 11:27:46
1	0	0	12	D601	17	0	BeastieBoy	0	0	1	0	2011-02-01 11:29:13
